province_code,district_code,subdistrict_code,location_code,province,district,subdistrict,v_province,v_subdistrict
25,3,4,250304,ปราจีนบุรี,นาดี,ทุ่งโพธิ์,0,0
25,3,5,250305,ปราจีนบุรี,นาดี,แก่งดินสอ,0,0
25,3,6,250306,ปราจีนบุรี,นาดี,บุพราหมณ์,0,0
25,6,0,250600,ปราจีนบุรี,บ้านสร้าง,,0,1
25,6,1,250601,ปราจีนบุรี,บ้านสร้าง,บ้านสร้าง,0,0
25,6,2,250602,ปราจีนบุรี,บ้านสร้าง,บางกระเบา,0,0
25,6,3,250603,ปราจีนบุรี,บ้านสร้าง,บางเตย,0,0
25,6,4,250604,ปราจีนบุรี,บ้านสร้าง,บางยาง,0,0
25,6,5,250605,ปราจีนบุรี,บ้านสร้าง,บางแตน,0,0
25,6,6,250606,ปราจีนบุรี,บ้านสร้าง,บางพลวง,0,0
25,6,7,250607,ปราจีนบุรี,บ้านสร้าง,บางปลาร้า,0,0
25,6,8,250608,ปราจีนบุรี,บ้านสร้าง,บางขาม,0,0
25,6,9,250609,ปราจีนบุรี,บ้านสร้าง,กระทุ่มแพ้ว,0,0
25,7,0,250700,ปราจีนบุรี,ประจันตคาม,,0,1
25,7,1,250701,ปราจีนบุรี,ประจันตคาม,ประจันตคาม,0,0
25,7,2,250702,ปราจีนบุรี,ประจันตคาม,เกาะลอย,0,0
25,7,3,250703,ปราจีนบุรี,ประจันตคาม,บ้านหอย,0,0
25,7,4,250704,ปราจีนบุรี,ประจันตคาม,หนองแสง,0,0
25,7,5,250705,ปราจีนบุรี,ประจันตคาม,ดงบัง,0,0
25,7,6,250706,ปราจีนบุรี,ประจันตคาม,คำโตนด,0,0
25,7,7,250707,ปราจีนบุรี,ประจันตคาม,บุฝ้าย,0,0
25,7,8,250708,ปราจีนบุรี,ประจันตคาม,หนองแก้ว,0,0
25,7,9,250709,ปราจีนบุรี,ประจันตคาม,โพธิ์งาม,0,0
25,8,0,250800,ปราจีนบุรี,ศรีมหาโพธิ,,0,1
25,8,1,250801,ปราจีนบุรี,ศรีมหาโพธิ,ศรีมหาโพธิ,0,0
25,8,2,250802,ปราจีนบุรี,ศรีมหาโพธิ,สัมพันธ์,0,0
25,8,3,250803,ปราจีนบุรี,ศรีมหาโพธิ,บ้านทาม,0,0
25,8,4,250804,ปราจีนบุรี,ศรีมหาโพธิ,ท่าตูม,0,0
25,8,5,250805,ปราจีนบุรี,ศรีมหาโพธิ,บางกุ้ง,0,0
25,8,6,250806,ปราจีนบุรี,ศรีมหาโพธิ,ดงกระทงยาม,0,0
25,8,7,250807,ปราจีนบุรี,ศรีมหาโพธิ,หนองโพรง,0,0
25,8,8,250808,ปราจีนบุรี,ศรีมหาโพธิ,หัวหว้า,0,0
25,8,9,250809,ปราจีนบุรี,ศรีมหาโพธิ,หาดยาง,0,0
25,8,10,250810,ปราจีนบุรี,ศรีมหาโพธิ,กรอกสมบูรณ์,0,0
25,9,0,250900,ปราจีนบุรี,ศรีมโหสถ,,0,1
25,9,1,250901,ปราจีนบุรี,ศรีมโหสถ,โคกปีบ,0,0
25,9,2,250902,ปราจีนบุรี,ศรีมโหสถ,โคกไทย,0,0
25,9,3,250903,ปราจีนบุรี,ศรีมโหสถ,คู้ลำพัน,0,0
25,9,4,250904,ปราจีนบุรี,ศรีมโหสถ,ไผ่ชะเลือด,0,0
26,0,0,260000,นครนายก,,,1,0
26,1,0,260100,นครนายก,เมืองนครนายก,,0,1
26,1,1,260101,นครนายก,เมืองนครนายก,นครนายก,0,0
26,1,2,260102,นครนายก,เมืองนครนายก,ท่าช้าง,0,0
26,1,3,260103,นครนายก,เมืองนครนายก,บ้านใหญ่,0,0
26,1,4,260104,นครนายก,เมืองนครนายก,วังกระโจม,0,0
26,1,5,260105,นครนายก,เมืองนครนายก,ท่าทราย,0,0
26,1,6,260106,นครนายก,เมืองนครนายก,ดอนยอ,0,0
26,1,7,260107,นครนายก,เมืองนครนายก,ศรีจุฬา,0,0
26,1,8,260108,นครนายก,เมืองนครนายก,ดงละคร,0,0
26,1,9,260109,นครนายก,เมืองนครนายก,ศรีนาวา,0,0
26,1,10,260110,นครนายก,เมืองนครนายก,สาริกา,0,0
26,1,11,260111,นครนายก,เมืองนครนายก,หินตั้ง,0,0
26,1,12,260112,นครนายก,เมืองนครนายก,เขาพระ,0,0
26,1,13,260113,นครนายก,เมืองนครนายก,พรหมณี,0,0
26,2,0,260200,นครนายก,ปากพลี,,0,1
26,2,1,260201,นครนายก,ปากพลี,เกาะหวาย,0,0
26,2,2,260202,นครนายก,ปากพลี,เกาะโพธิ์,0,0
26,2,3,260203,นครนายก,ปากพลี,ปากพลี,0,0
26,2,4,260204,นครนายก,ปากพลี,โคกกรวด,0,0
26,2,5,260205,นครนายก,ปากพลี,ท่าเรือ,0,0
26,2,6,260206,นครนายก,ปากพลี,หนองแสง,0,0
26,2,7,260207,นครนายก,ปากพลี,นาหินลาด,0,0
26,3,0,260300,นครนายก,บ้านนา,,0,1
26,3,1,260301,นครนายก,บ้านนา,บ้านนา,0,0
26,3,2,260302,นครนายก,บ้านนา,บ้านพร้าว,0,0
26,3,3,260303,นครนายก,บ้านนา,บ้านพริก,0,0
26,3,4,260304,นครนายก,บ้านนา,อาษา,0,0
26,3,5,260305,นครนายก,บ้านนา,ทองหลาง,0,0
26,3,6,260306,นครนายก,บ้านนา,บางอ้อ,0,0
26,3,7,260307,นครนายก,บ้านนา,พิกุลออก,0,0
26,3,8,260308,นครนายก,บ้านนา,ป่าขะ,0,0
26,3,9,260309,นครนายก,บ้านนา,เขาเพิ่ม,0,0
26,3,10,260310,นครนายก,บ้านนา,ศรีกะอาง,0,0
26,4,0,260400,นครนายก,องครักษ์,,0,1
26,4,1,260401,นครนายก,องครักษ์,พระอาจารย์,0,0
26,4,2,260402,นครนายก,องครักษ์,บึงศาล,0,0
26,4,3,260403,นครนายก,องครักษ์,ศีรษะกระบือ,0,0
26,4,4,260404,นครนายก,องครักษ์,โพธิ์แทน,0,0
26,4,5,260405,นครนายก,องครักษ์,บางสมบูรณ์,0,0
26,4,6,260406,นครนายก,องครักษ์,ทรายมูล,0,0
26,4,7,260407,นครนายก,องครักษ์,บางปลากด,0,0
26,4,8,260408,นครนายก,องครักษ์,บางลูกเสือ,0,0
26,4,9,260409,นครนายก,องครักษ์,องครักษ์,0,0
26,4,10,260410,นครนายก,องครักษ์,ชุมพล,0,0
26,4,11,260411,นครนายก,องครักษ์,คลองใหญ่,0,0
27,0,0,270000,สระแก้ว,,,1,0
27,1,0,270100,สระแก้ว,เมืองสระแก้ว,,0,1
27,1,1,270101,สระแก้ว,เมืองสระแก้ว,สระแก้ว,0,0
27,1,2,270102,สระแก้ว,เมืองสระแก้ว,บ้านแก้ง,0,0
27,1,3,270103,สระแก้ว,เมืองสระแก้ว,ศาลาลำดวน,0,0
27,1,4,270104,สระแก้ว,เมืองสระแก้ว,โคกปี่ฆ้อง,0,0
27,1,5,270105,สระแก้ว,เมืองสระแก้ว,ท่าแยก,0,0
27,1,6,270106,สระแก้ว,เมืองสระแก้ว,ท่าเกษม,0,0
27,1,8,270108,สระแก้ว,เมืองสระแก้ว,สระขวัญ,0,0
27,1,11,270111,สระแก้ว,เมืองสระแก้ว,หนองบอน,0,0
27,2,0,270200,สระแก้ว,คลองหาด,,0,1
27,2,1,270201,สระแก้ว,คลองหาด,คลองหาด,0,0
27,2,2,270202,สระแก้ว,คลองหาด,ไทยอุดม,0,0
27,2,3,270203,สระแก้ว,คลองหาด,ซับมะกรูด,0,0
27,2,4,270204,สระแก้ว,คลองหาด,ไทรเดี่ยว,0,0
27,2,5,270205,สระแก้ว,คลองหาด,คลองไก่เถื่อน,0,0
27,2,6,270206,สระแก้ว,คลองหาด,เบญจขร,0,0
27,2,7,270207,สระแก้ว,คลองหาด,ไทรทอง,0,0
27,3,0,270300,สระแก้ว,ตาพระยา,,0,1
27,3,1,270301,สระแก้ว,ตาพระยา,ตาพระยา,0,0
27,3,2,270302,สระแก้ว,ตาพระยา,ทัพเสด็จ,0,0
27,3,6,270306,สระแก้ว,ตาพระยา,ทัพราช,0,0
27,3,7,270307,สระแก้ว,ตาพระยา,ทัพไทย,0,0
27,3,9,270309,สระแก้ว,ตาพระยา,โคคลาน,0,0
27,4,0,270400,สระแก้ว,วังน้ำเย็น,,0,1
27,4,1,270401,สระแก้ว,วังน้ำเย็น,วังน้ำเย็น,0,0
27,4,3,270403,สระแก้ว,วังน้ำเย็น,ตาหลังใน,0,0
27,4,5,270405,สระแก้ว,วังน้ำเย็น,คลองหินปูน,0,0
27,4,6,270406,สระแก้ว,วังน้ำเย็น,ทุ่งมหาเจริญ,0,0
27,5,0,270500,สระแก้ว,วัฒนานคร,,0,1
27,5,1,270501,สระแก้ว,วัฒนานคร,วัฒนานคร,0,0
27,5,2,270502,สระแก้ว,วัฒนานคร,ท่าเกวียน,0,0
27,5,3,270503,สระแก้ว,วัฒนานคร,ผักขะ,0,0
27,5,4,270504,สระแก้ว,วัฒนานคร,โนนหมากเค็ง,0,0
27,5,5,270505,สระแก้ว,วัฒนานคร,หนองน้ำใส,0,0
27,5,6,270506,สระแก้ว,วัฒนานคร,ช่องกุ่ม,0,0
27,5,7,270507,สระแก้ว,วัฒนานคร,หนองแวง,0,0
27,5,8,270508,สระแก้ว,วัฒนานคร,แซร์ออ,0,0
27,5,9,270509,สระแก้ว,วัฒนานคร,หนองหมากฝ้าย,0,0
27,5,10,270510,สระแก้ว,วัฒนานคร,หนองตะเคียนบอน,0,0
27,5,11,270511,สระแก้ว,วัฒนานคร,ห้วยโจด,0,0
27,6,0,270600,สระแก้ว,อรัญประเทศ,,0,1
27,6,1,270601,สระแก้ว,อรัญประเทศ,อรัญประเทศ,0,0
27,6,2,270602,สระแก้ว,อรัญประเทศ,เมืองไผ่,0,0
27,6,3,270603,สระแก้ว,อรัญประเทศ,หันทราย,0,0
27,6,4,270604,สระแก้ว,อรัญประเทศ,คลองน้ำใส,0,0
27,6,5,270605,สระแก้ว,อรัญประเทศ,ท่าข้าม,0,0
27,6,6,270606,สระแก้ว,อรัญประเทศ,ป่าไร่,0,0
27,6,7,270607,สระแก้ว,อรัญประเทศ,ทับพริก,0,0
27,6,8,270608,สระแก้ว,อรัญประเทศ,บ้านใหม่หนองไทร,0,0
27,6,9,270609,สระแก้ว,อรัญประเทศ,ผ่านศึก,0,0
27,6,10,270610,สระแก้ว,อรัญประเทศ,หนองสังข์,0,0
27,6,11,270611,สระแก้ว,อรัญประเทศ,คลองทับจันทร์,0,0
27,6,12,270612,สระแก้ว,อรัญประเทศ,ฟากห้วย,0,0
27,6,13,270613,สระแก้ว,อรัญประเทศ,บ้านด่าน,0,0
27,7,0,270700,สระแก้ว,เขาฉกรรจ์,,0,1
27,7,1,270701,สระแก้ว,เขาฉกรรจ์,เขาฉกรรจ์,0,0
27,7,2,270702,สระแก้ว,เขาฉกรรจ์,หนองหว้า,0,0
27,7,3,270703,สระแก้ว,เขาฉกรรจ์,พระเพลิง,0,0
27,7,4,270704,สระแก้ว,เขาฉกรรจ์,เขาสามสิบ,0,0
27,8,0,270800,สระแก้ว,โคกสูง,,0,1
27,8,1,270801,สระแก้ว,โคกสูง,โคกสูง,0,0
27,8,2,270802,สระแก้ว,โคกสูง,หนองม่วง,0,0
27,8,3,270803,สระแก้ว,โคกสูง,หนองแวง,0,0
27,8,4,270804,สระแก้ว,โคกสูง,โนนหมากมุ่น,0,0
27,9,0,270900,สระแก้ว,วังสมบูรณ์,,0,1
27,9,1,270901,สระแก้ว,วังสมบูรณ์,วังสมบูรณ์,0,0
27,9,2,270902,สระแก้ว,วังสมบูรณ์,วังใหม่,0,0
27,9,3,270903,สระแก้ว,วังสมบูรณ์,วังทอง,0,0
30,0,0,300000,นครราชสีมา,,,1,0
30,1,0,300100,นครราชสีมา,เมืองนครราชสีมา,,0,1
30,1,1,300101,นครราชสีมา,เมืองนครราชสีมา,ในเมือง,0,0
30,1,2,300102,นครราชสีมา,เมืองนครราชสีมา,โพธิ์กลาง,0,0
30,1,3,300103,นครราชสีมา,เมืองนครราชสีมา,หนองจะบก,0,0
30,1,4,300104,นครราชสีมา,เมืองนครราชสีมา,โคกสูง,0,0
30,1,5,300105,นครราชสีมา,เมืองนครราชสีมา,มะเริง,0,0
30,1,6,300106,นครราชสีมา,เมืองนครราชสีมา,หนองระเวียง,0,0
30,1,7,300107,นครราชสีมา,เมืองนครราชสีมา,ปรุใหญ่,0,0
30,1,8,300108,นครราชสีมา,เมืองนครราชสีมา,หมื่นไวย,0,0
30,1,9,300109,นครราชสีมา,เมืองนครราชสีมา,พลกรัง,0,0
30,1,10,300110,นครราชสีมา,เมืองนครราชสีมา,หนองไผ่ล้อม,0,0
30,1,11,300111,นครราชสีมา,เมืองนครราชสีมา,หัวทะเล,0,0
30,1,12,300112,นครราชสีมา,เมืองนครราชสีมา,บ้านเกาะ,0,0
30,1,13,300113,นครราชสีมา,เมืองนครราชสีมา,บ้านใหม่,0,0
30,1,14,300114,นครราชสีมา,เมืองนครราชสีมา,พุดซา,0,0
30,1,15,300115,นครราชสีมา,เมืองนครราชสีมา,บ้านโพธิ์,0,0
30,1,16,300116,นครราชสีมา,เมืองนครราชสีมา,จอหอ,0,0
30,1,17,300117,นครราชสีมา,เมืองนครราชสีมา,โคกกรวด,0,0
30,1,18,300118,นครราชสีมา,เมืองนครราชสีมา,ไชยมงคล,0,0
30,1,19,300119,นครราชสีมา,เมืองนครราชสีมา,หนองบัวศาลา,0,0
30,1,20,300120,นครราชสีมา,เมืองนครราชสีมา,สุรนารี,0,0
30,1,21,300121,นครราชสีมา,เมืองนครราชสีมา,สีมุม,0,0
30,1,22,300122,นครราชสีมา,เมืองนครราชสีมา,ตลาด,0,0
30,1,23,300123,นครราชสีมา,เมืองนครราชสีมา,พะเนา,0,0
30,1,24,300124,นครราชสีมา,เมืองนครราชสีมา,หนองกระทุ่ม,0,0
30,1,25,300125,นครราชสีมา,เมืองนครราชสีมา,หนองไข่น้ำ,0,0
30,2,0,300200,นครราชสีมา,ครบุรี,,0,1
30,2,1,300201,นครราชสีมา,ครบุรี,แชะ,0,0
30,2,2,300202,นครราชสีมา,ครบุรี,เฉลียง,0,0
30,2,3,300203,นครราชสีมา,ครบุรี,ครบุรี,0,0
30,2,4,300204,นครราชสีมา,ครบุรี,โคกกระชาย,0,0
30,2,5,300205,นครราชสีมา,ครบุรี,จระเข้หิน,0,0
30,2,6,300206,นครราชสีมา,ครบุรี,มาบตะโกเอน,0,0
30,2,7,300207,นครราชสีมา,ครบุรี,อรพิมพ์,0,0
30,2,8,300208,นครราชสีมา,ครบุรี,บ้านใหม่,0,0
30,2,9,300209,นครราชสีมา,ครบุรี,ลำเพียก,0,0
30,2,10,300210,นครราชสีมา,ครบุรี,ครบุรีใต้,0,0
30,2,11,300211,นครราชสีมา,ครบุรี,ตะแบกบาน,0,0
30,2,12,300212,นครราชสีมา,ครบุรี,สระว่านพระยา,0,0
30,3,0,300300,นครราชสีมา,เสิงสาง,,0,1
30,3,1,300301,นครราชสีมา,เสิงสาง,เสิงสาง,0,0
30,3,2,300302,นครราชสีมา,เสิงสาง,สระตะเคียน,0,0
30,3,3,300303,นครราชสีมา,เสิงสาง,โนนสมบูรณ์,0,0
30,3,4,300304,นครราชสีมา,เสิงสาง,กุดโบสถ์,0,0
30,3,5,300305,นครราชสีมา,เสิงสาง,สุขไพบูลย์,0,0
30,3,6,300306,นครราชสีมา,เสิงสาง,บ้านราษฎร์,0,0
30,4,0,300400,นครราชสีมา,คง,,0,1
30,4,1,300401,นครราชสีมา,คง,เมืองคง,0,0
30,4,2,300402,นครราชสีมา,คง,คูขาด,0,0
30,4,3,300403,นครราชสีมา,คง,เทพาลัย,0,0
30,4,4,300404,นครราชสีมา,คง,ตาจั่น,0,0
30,4,5,300405,นครราชสีมา,คง,บ้านปรางค์,0,0
30,4,6,300406,นครราชสีมา,คง,หนองมะนาว,0,0
30,4,7,300407,นครราชสีมา,คง,หนองบัว,0,0
30,4,8,300408,นครราชสีมา,คง,โนนเต็ง,0,0
30,4,9,300409,นครราชสีมา,คง,ดอนใหญ่,0,0
30,4,10,300410,นครราชสีมา,คง,ขามสมบูรณ์,0,0
30,5,0,300500,นครราชสีมา,บ้านเหลื่อม,,0,1
30,5,1,300501,นครราชสีมา,บ้านเหลื่อม,บ้านเหลื่อม,0,0
30,5,2,300502,นครราชสีมา,บ้านเหลื่อม,วังโพธิ์,0,0
30,5,3,300503,นครราชสีมา,บ้านเหลื่อม,โคกกระเบื้อง,0,0
30,5,4,300504,นครราชสีมา,บ้านเหลื่อม,ช่อระกา,0,0
30,6,0,300600,นครราชสีมา,จักราช,,0,1
30,6,1,300601,นครราชสีมา,จักราช,จักราช,0,0
30,6,3,300603,นครราชสีมา,จักราช,ทองหลาง,0,0
30,6,4,300604,นครราชสีมา,จักราช,สีสุก,0,0
30,6,5,300605,นครราชสีมา,จักราช,หนองขาม,0,0
30,6,7,300607,นครราชสีมา,จักราช,หนองพลวง,0,0
30,6,10,300610,นครราชสีมา,จักราช,ศรีละกอ,0,0
30,6,11,300611,นครราชสีมา,จักราช,คลองเมือง,0,0
30,6,13,300613,นครราชสีมา,จักราช,หินโคน,0,0
30,7,0,300700,นครราชสีมา,โชคชัย,,0,1
30,7,1,300701,นครราชสีมา,โชคชัย,กระโทก,0,0
30,7,2,300702,นครราชสีมา,โชคชัย,พลับพลา,0,0
30,7,3,300703,นครราชสีมา,โชคชัย,ท่าอ่าง,0,0
30,7,4,300704,นครราชสีมา,โชคชัย,ทุ่งอรุณ,0,0
30,7,5,300705,นครราชสีมา,โชคชัย,ท่าลาดขาว,0,0
30,7,6,300706,นครราชสีมา,โชคชัย,ท่าจะหลุง,0,0
30,7,7,300707,นครราชสีมา,โชคชัย,ท่าเยี่ยม,0,0
30,7,8,300708,นครราชสีมา,โชคชัย,โชคชัย,0,0
30,7,9,300709,นครราชสีมา,โชคชัย,ละลมใหม่พัฒนา,0,0
30,7,10,300710,นครราชสีมา,โชคชัย,ด่านเกวียน,0,0
30,8,0,300800,นครราชสีมา,ด่านขุนทด,,0,1
30,8,1,300801,นครราชสีมา,ด่านขุนทด,กุดพิมาน,0,0
30,8,2,300802,นครราชสีมา,ด่านขุนทด,ด่านขุนทด,0,0
30,8,3,300803,นครราชสีมา,ด่านขุนทด,ด่านนอก,0,0
30,8,4,300804,นครราชสีมา,ด่านขุนทด,ด่านใน,0,0
30,8,5,300805,นครราชสีมา,ด่านขุนทด,ตะเคียน,0,0
30,8,6,300806,นครราชสีมา,ด่านขุนทด,บ้านเก่า,0,0
30,8,7,300807,นครราชสีมา,ด่านขุนทด,บ้านแปรง,0,0
30,8,8,300808,นครราชสีมา,ด่านขุนทด,พันชนะ,0,0
30,8,9,300809,นครราชสีมา,ด่านขุนทด,สระจรเข้,0,0
30,8,10,300810,นครราชสีมา,ด่านขุนทด,หนองกราด,0,0
30,8,11,300811,นครราชสีมา,ด่านขุนทด,หนองบัวตะเกียด,0,0
30,8,12,300812,นครราชสีมา,ด่านขุนทด,หนองบัวละคร,0,0
30,8,13,300813,นครราชสีมา,ด่านขุนทด,หินดาด,0,0
30,8,15,300815,นครราชสีมา,ด่านขุนทด,ห้วยบง,0,0
30,8,17,300817,นครราชสีมา,ด่านขุนทด,โนนเมืองพัฒนา,0,0
30,8,18,300818,นครราชสีมา,ด่านขุนทด,หนองไทร,0,0
30,9,0,300900,นครราชสีมา,โนนไทย,,0,1
30,9,1,300901,นครราชสีมา,โนนไทย,โนนไทย,0,0
30,9,2,300902,นครราชสีมา,โนนไทย,ด่านจาก,0,0
30,9,3,300903,นครราชสีมา,โนนไทย,กำปัง,0,0
30,9,4,300904,นครราชสีมา,โนนไทย,สำโรง,0,0
30,9,5,300905,นครราชสีมา,โนนไทย,ค้างพลู,0,0
30,9,6,300906,นครราชสีมา,โนนไทย,บ้านวัง,0,0
30,9,7,300907,นครราชสีมา,โนนไทย,บัลลังก์,0,0
30,9,8,300908,นครราชสีมา,โนนไทย,สายออ,0,0
30,9,9,300909,นครราชสีมา,โนนไทย,ถนนโพธิ์,0,0
30,9,14,300914,นครราชสีมา,โนนไทย,มะค่า,0,0
30,10,0,301000,นครราชสีมา,โนนสูง,,0,1
30,10,1,301001,นครราชสีมา,โนนสูง,โนนสูง,0,0
30,10,2,301002,นครราชสีมา,โนนสูง,ใหม่,0,0
30,10,3,301003,นครราชสีมา,โนนสูง,โตนด,0,0
30,10,4,301004,นครราชสีมา,โนนสูง,บิง,0,0
30,10,5,301005,นครราชสีมา,โนนสูง,ดอนชมพู,0,0
30,10,6,301006,นครราชสีมา,โนนสูง,ธารปราสาท,0,0
30,10,7,301007,นครราชสีมา,โนนสูง,หลุมข้าว,0,0
30,10,8,301008,นครราชสีมา,โนนสูง,มะค่า,0,0
30,10,9,301009,นครราชสีมา,โนนสูง,พลสงคราม,0,0
30,10,10,301010,นครราชสีมา,โนนสูง,จันอัด,0,0
30,10,11,301011,นครราชสีมา,โนนสูง,ขามเฒ่า,0,0
30,10,12,301012,นครราชสีมา,โนนสูง,ด่านคล้า,0,0
30,10,13,301013,นครราชสีมา,โนนสูง,ลำคอหงษ์,0,0
30,10,14,301014,นครราชสีมา,โนนสูง,เมืองปราสาท,0,0
30,10,15,301015,นครราชสีมา,โนนสูง,ดอนหวาย,0,0
30,10,16,301016,นครราชสีมา,โนนสูง,ลำมูล,0,0
30,11,0,301100,นครราชสีมา,ขามสะแกแสง,,0,1
30,11,1,301101,นครราชสีมา,ขามสะแกแสง,ขามสะแกแสง,0,0
30,11,2,301102,นครราชสีมา,ขามสะแกแสง,โนนเมือง,0,0
30,11,3,301103,นครราชสีมา,ขามสะแกแสง,เมืองนาท,0,0
30,11,4,301104,นครราชสีมา,ขามสะแกแสง,ชีวึก,0,0
30,11,5,301105,นครราชสีมา,ขามสะแกแสง,พะงาด,0,0
30,11,6,301106,นครราชสีมา,ขามสะแกแสง,หนองหัวฟาน,0,0
30,11,7,301107,นครราชสีมา,ขามสะแกแสง,เมืองเกษตร,0,0
30,12,0,301200,นครราชสีมา,บัวใหญ่,,0,1
30,12,1,301201,นครราชสีมา,บัวใหญ่,บัวใหญ่,0,0
30,12,3,301203,นครราชสีมา,บัวใหญ่,ห้วยยาง,0,0
30,12,4,301204,นครราชสีมา,บัวใหญ่,เสมาใหญ่,0,0
30,12,6,301206,นครราชสีมา,บัวใหญ่,ดอนตะหนิน,0,0
30,12,7,301207,นครราชสีมา,บัวใหญ่,หนองบัวสะอาด,0,0
30,12,8,301208,นครราชสีมา,บัวใหญ่,โนนทองหลาง,0,0
30,12,14,301214,นครราชสีมา,บัวใหญ่,กุดจอก,0,0
30,12,15,301215,นครราชสีมา,บัวใหญ่,ด่านช้าง,0,0
30,12,20,301220,นครราชสีมา,บัวใหญ่,ขุนทอง,0,0
30,12,24,301224,นครราชสีมา,บัวใหญ่,หนองแจ้งใหญ่,0,0
30,13,0,301300,นครราชสีมา,ประทาย,,0,1
30,13,1,301301,นครราชสีมา,ประทาย,ประทาย,0,0
30,13,3,301303,นครราชสีมา,ประทาย,กระทุ่มราย,0,0
30,13,4,301304,นครราชสีมา,ประทาย,วังไม้แดง,0,0
30,13,6,301306,นครราชสีมา,ประทาย,ตลาดไทร,0,0
30,13,7,301307,นครราชสีมา,ประทาย,หนองพลวง,0,0
30,13,8,301308,นครราชสีมา,ประทาย,หนองค่าย,0,0
30,13,9,301309,นครราชสีมา,ประทาย,หันห้วยทราย,0,0
30,13,10,301310,นครราชสีมา,ประทาย,ดอนมัน,0,0
30,13,13,301313,นครราชสีมา,ประทาย,นางรำ,0,0
30,13,14,301314,นครราชสีมา,ประทาย,โนนเพ็ด,0,0
30,13,15,301315,นครราชสีมา,ประทาย,ทุ่งสว่าง,0,0
30,13,17,301317,นครราชสีมา,ประทาย,โคกกลาง,0,0
30,13,18,301318,นครราชสีมา,ประทาย,เมืองโดน,0,0
30,14,0,301400,นครราชสีมา,ปักธงชัย,,0,1
30,14,1,301401,นครราชสีมา,ปักธงชัย,เมืองปัก,0,0
30,14,2,301402,นครราชสีมา,ปักธงชัย,ตะคุ,0,0
30,14,3,301403,นครราชสีมา,ปักธงชัย,โคกไทย,0,0
30,14,4,301404,นครราชสีมา,ปักธงชัย,สำโรง,0,0
30,14,5,301405,นครราชสีมา,ปักธงชัย,ตะขบ,0,0
30,14,6,301406,นครราชสีมา,ปักธงชัย,นกออก,0,0
30,14,7,301407,นครราชสีมา,ปักธงชัย,ดอน,0,0
30,14,9,301409,นครราชสีมา,ปักธงชัย,ตูม,0,0
30,14,10,301410,นครราชสีมา,ปักธงชัย,งิ้ว,0,0
30,14,11,301411,นครราชสีมา,ปักธงชัย,สะแกราช,0,0
30,14,12,301412,นครราชสีมา,ปักธงชัย,ลำนางแก้ว,0,0
30,14,16,301416,นครราชสีมา,ปักธงชัย,ภูหลวง,0,0
30,14,17,301417,นครราชสีมา,ปักธงชัย,ธงชัยเหนือ,0,0
30,14,18,301418,นครราชสีมา,ปักธงชัย,สุขเกษม,0,0
30,14,19,301419,นครราชสีมา,ปักธงชัย,เกษมทรัพย์,0,0
30,14,20,301420,นครราชสีมา,ปักธงชัย,บ่อปลาทอง,0,0
30,15,0,301500,นครราชสีมา,พิมาย,,0,1
30,15,1,301501,นครราชสีมา,พิมาย,ในเมือง,0,0
30,15,2,301502,นครราชสีมา,พิมาย,สัมฤทธิ์,0,0
30,15,3,301503,นครราชสีมา,พิมาย,โบสถ์,0,0
30,15,4,301504,นครราชสีมา,พิมาย,กระเบื้องใหญ่,0,0
30,15,5,301505,นครราชสีมา,พิมาย,ท่าหลวง,0,0
30,15,6,301506,นครราชสีมา,พิมาย,รังกาใหญ่,0,0
30,15,7,301507,นครราชสีมา,พิมาย,ชีวาน,0,0
30,15,8,301508,นครราชสีมา,พิมาย,นิคมสร้างตนเอง,0,0
30,15,9,301509,นครราชสีมา,พิมาย,กระชอน,0,0
30,15,10,301510,นครราชสีมา,พิมาย,ดงใหญ่,0,0
30,15,11,301511,นครราชสีมา,พิมาย,ธารละหลอด,0,0
30,15,12,301512,นครราชสีมา,พิมาย,หนองระเวียง,0,0
30,16,0,301600,นครราชสีมา,ห้วยแถลง,,0,1
30,16,1,301601,นครราชสีมา,ห้วยแถลง,ห้วยแถลง,0,0
30,16,2,301602,นครราชสีมา,ห้วยแถลง,ทับสวาย,0,0
30,16,3,301603,นครราชสีมา,ห้วยแถลง,เมืองพลับพลา,0,0
30,16,4,301604,นครราชสีมา,ห้วยแถลง,หลุ่งตะเคียน,0,0
30,16,5,301605,นครราชสีมา,ห้วยแถลง,หินดาด,0,0
30,16,6,301606,นครราชสีมา,ห้วยแถลง,งิ้ว,0,0
30,16,7,301607,นครราชสีมา,ห้วยแถลง,กงรถ,0,0
30,16,8,301608,นครราชสีมา,ห้วยแถลง,หลุ่งประดู่,0,0
30,16,9,301609,นครราชสีมา,ห้วยแถลง,ตะโก,0,0
30,16,10,301610,นครราชสีมา,ห้วยแถลง,ห้วยแคน,0,0
30,17,0,301700,นครราชสีมา,ชุมพวง,,0,1
30,17,1,301701,นครราชสีมา,ชุมพวง,ชุมพวง,0,0
30,17,2,301702,นครราชสีมา,ชุมพวง,ประสุข,0,0
30,17,3,301703,นครราชสีมา,ชุมพวง,ท่าลาด,0,0
30,17,4,301704,นครราชสีมา,ชุมพวง,สาหร่าย,0,0
30,17,5,301705,นครราชสีมา,ชุมพวง,ตลาดไทร,0,0
30,17,10,301710,นครราชสีมา,ชุมพวง,โนนรัง,0,0
30,17,14,301714,นครราชสีมา,ชุมพวง,หนองหลัก,0,0
